# Weights Data for Iteration 0
# Number of State 2 markers: 514
# Min weight: 8.133592e-30
# Max weight: 9.513153e-01
# Sum of weights: 1.000000
# Entropy of weights: 0.247430

# Marker_Index_in_St2_Set, X, Y, Amplitude, Weight
0, 0.4799, 7.5827, 433.59, 1.425252e-27
1, 2.2092, 1.5146, 358.37, 3.234169e-21
2, -0.9199, 1.5020, 1141.81, 1.058248e-14
3, -3.8286, 5.5909, 724.28, 7.089684e-28
4, -9.1328, 2.0381, 461.33, 7.141529e-29
5, -6.6304, -3.2217, 1026.93, 2.723592e-28
6, 1.5610, 2.7967, 1046.41, 1.349640e-23
7, -5.8824, 7.7348, 685.81, 3.104645e-29
8, 0.9210, -8.4083, 812.70, 7.563690e-28
9, -4.0808, -4.2126, 207.44, 7.178454e-27
10, -5.8319, 5.6433, 582.25, 3.757917e-28
11, -5.8725, 7.4926, 950.59, 5.027223e-29
12, 8.7506, 1.3161, 256.09, 2.188683e-28
13, -3.6412, -5.1823, 1004.64, 2.652560e-27
14, 1.6692, -8.3220, 343.78, 7.491278e-28
15, -6.5411, -2.6351, 1101.00, 3.429640e-28
16, 4.6064, 8.2060, 280.64, 4.878490e-29
17, 5.8947, -1.5621, 1013.68, 2.948897e-27
18, -5.1555, 4.1518, 806.38, 1.118809e-27
19, -4.3043, -2.5145, 353.48, 3.416325e-26
20, -2.7068, 2.6859, 242.51, 5.230886e-24
21, 3.2398, 1.9199, 703.87, 1.208898e-24
22, -3.5195, 3.7634, 465.40, 2.062524e-26
23, 4.8726, 0.8422, 341.03, 2.427955e-26
24, 1.0284, -7.6251, 784.53, 2.761283e-27
25, -8.4405, 1.5726, 1007.87, 3.629035e-28
26, 0.3055, 7.5152, 780.26, 1.499473e-27
27, -7.4870, 2.2178, 727.35, 1.003358e-27
28, 3.7244, -4.6812, 1101.41, 6.795105e-29
29, -6.0090, -5.5016, 650.62, 2.691572e-28
30, 3.4255, 0.0262, 976.65, 1.084593e-23
31, 5.0606, -4.1044, 760.32, 3.057667e-28
32, -3.3618, -5.9452, 903.95, 9.932109e-28
33, 2.3709, 0.8877, 238.57, 3.026436e-20
34, 3.7134, -1.5181, 1037.52, 9.414775e-26
35, -6.7916, 4.0715, 720.27, 4.490490e-28
36, -1.9735, -1.2225, 1038.61, 4.230833e-19
37, 7.4512, -6.2243, 452.81, 5.473044e-29
38, -4.0504, 7.4460, 935.47, 2.351901e-28
39, 6.3036, -4.1581, 220.59, 1.397681e-27
40, -7.1427, 4.1461, 214.47, 3.306751e-28
41, -0.2397, -1.7523, 878.03, 4.187400e-14
42, -5.5056, -3.4897, 589.56, 1.319321e-27
43, 1.5153, -1.8401, 457.42, 4.931206e-19
44, -2.0262, -7.3194, 795.08, 2.541162e-28
45, -2.5551, 4.2271, 324.06, 2.291986e-26
46, -8.6085, 4.0351, 604.72, 3.899480e-29
47, 0.2406, -8.8481, 928.43, 2.377129e-28
48, 0.7573, 5.2600, 222.68, 1.007976e-26
49, 3.7065, -4.6316, 1016.84, 6.656429e-29
50, -4.6466, 6.7342, 715.14, 3.397368e-28
51, 6.0169, -7.3074, 658.30, 5.930405e-29
52, 4.7222, 4.3061, 255.18, 1.554382e-27
53, 0.6641, 4.4253, 920.39, 3.813308e-26
54, 9.0349, -3.7921, 1151.34, 2.017859e-29
55, 2.2551, 0.8174, 659.60, 1.853478e-19
56, 4.0972, 2.1876, 901.03, 5.095967e-26
57, 5.9928, -2.1065, 935.77, 2.185567e-27
58, 8.4500, -2.1687, 868.81, 1.552291e-28
59, 7.2304, 2.1596, 809.86, 7.836561e-28
60, 8.7320, -2.0851, 591.70, 9.342839e-29
61, -4.6738, -2.0640, 996.05, 1.951930e-26
62, 0.3860, -0.4290, 992.82, 2.465790e-02
63, -0.6429, -3.6965, 783.68, 4.684047e-24
64, -1.0112, 3.3411, 556.86, 3.865400e-24
65, -1.3760, 8.9601, 1143.22, 9.152267e-29
66, -7.7855, 0.1648, 863.34, 5.661552e-28
67, -6.4270, -0.5714, 603.39, 1.391175e-27
68, -0.3757, -6.8179, 476.32, 3.115799e-27
69, -1.6872, 2.1994, 736.83, 4.604192e-21
70, -1.3798, 5.1719, 617.40, 4.915536e-27
71, -1.0988, 1.1799, 580.13, 3.420882e-13
72, 3.6515, 0.1127, 1169.08, 2.784983e-24
73, -7.1997, -6.2781, 543.92, 2.206323e-29
74, -3.1400, -3.3038, 893.78, 1.216831e-25
75, 3.5837, 4.8468, 609.19, 3.126643e-27
76, 3.9038, -4.3276, 838.10, 6.500865e-29
77, -0.2958, -9.1070, 1081.48, 9.364761e-29
78, -8.2239, -1.8609, 1111.61, 9.739954e-29
79, -6.0996, 3.9005, 1198.01, 7.269899e-28
80, -2.5361, 6.2652, 1087.52, 6.757552e-28
81, 3.8320, -0.8737, 238.92, 3.694623e-25
82, 9.0711, -3.6893, 802.99, 1.972187e-29
83, 0.8290, 6.0642, 937.47, 5.275639e-27
84, -6.1405, -1.7832, 260.83, 8.800890e-28
85, -2.7941, -1.5554, 224.65, 4.972257e-23
86, 8.8222, -3.9760, 811.15, 3.102405e-29
87, -5.0929, 2.3447, 200.68, 1.038817e-26
88, 4.1883, -5.4012, 827.29, 1.407075e-28
89, 3.7074, 1.1218, 813.34, 8.619553e-25
90, 7.3558, -1.4236, 1185.80, 7.176402e-28
91, 4.6056, -0.6657, 593.24, 3.910951e-26
92, 0.9738, 4.5929, 938.36, 2.583152e-26
93, -0.3873, -2.0829, 487.04, 4.593472e-17
94, 6.1939, -0.8643, 699.67, 2.610845e-27
95, 7.8528, 4.9415, 584.73, 5.374984e-29
96, -7.7921, -1.4883, 953.29, 1.683648e-28
97, 0.1108, 9.5657, 950.90, 2.949421e-29
98, -1.7335, -7.4242, 1053.07, 2.778985e-28
99, -2.1911, 9.0829, 495.18, 4.820840e-29
100, 4.5207, -5.5869, 1054.88, 2.101991e-28
101, -2.2040, 6.5987, 376.32, 6.541740e-28
102, 6.7166, -3.3907, 670.12, 1.481040e-27
103, -1.3166, 8.3524, 352.56, 2.737937e-28
104, -6.3185, -5.4163, 961.33, 1.936276e-28
105, 7.6872, 5.9754, 367.98, 1.939297e-29
106, -0.1882, 3.4109, 747.78, 2.787559e-24
107, -6.6993, 5.8252, 417.88, 1.579369e-28
108, 1.8106, 3.2783, 723.25, 6.745692e-25
109, 1.1080, -6.3252, 1098.99, 1.002431e-26
110, -0.6029, 8.6804, 632.74, 2.119290e-28
111, 7.9843, -5.3181, 955.95, 7.171334e-29
112, 1.2710, -7.0113, 1100.82, 5.271374e-27
113, -1.2398, -5.2875, 447.67, 1.310252e-26
114, -4.7643, 8.1641, 774.32, 5.123679e-29
115, -5.4405, -7.2315, 221.91, 1.044339e-28
116, 1.6283, 8.0267, 996.69, 6.281778e-28
117, -5.0316, -5.2005, 1029.74, 9.445576e-28
118, 3.2211, 5.5983, 737.40, 2.151700e-27
119, -1.9773, -1.2907, 888.47, 2.381668e-19
120, 8.3033, -4.2064, 353.52, 1.034094e-28
121, 5.1020, 3.4498, 792.49, 2.191344e-27
122, -0.2158, -1.1592, 336.24, 3.589642e-08
123, -4.0591, -1.4151, 301.44, 2.275902e-25
124, 0.5072, -1.7912, 488.44, 1.035101e-14
125, 5.2382, -8.0035, 791.00, 3.219894e-29
